"SNo","business_name","date","transaction_no","remarks","account_number","credit","debit","closing_balance"
"164","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101276","Deduction","C2334438","","84.61","15932.15"
"165","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101281","Deduction","C0769358","","35.40","15896.75"
"166","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101286","Deduction","C0769358","","84.61","15812.14"
"167","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101291","Deduction","C7832592","","35.40","15776.74"
"168","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101296","Deduction","C7832592","","84.61","15692.13"
"169","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101301","Deduction","C4184972","","35.40","15656.73"
"170","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101306","Deduction","C4184972","","84.61","15572.12"
"171","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101311","Deduction","C6144382","","35.40","15536.72"
"172","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101316","Deduction","C6144382","","84.61","15452.11"
"173","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101326","Deduction","C1693301","","35.40","15416.71"
"174","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101331","Deduction","C1693301","","124.60","15292.11"
"175","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101336","Deduction","C2120530","","35.40","15256.71"
"176","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101341","Deduction","C2120530","","84.61","15172.1"
"177","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101351","Deduction","C1427006","","35.40","15136.7"
"178","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101356","Deduction","C1427006","","84.61","15052.09"
"179","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101361","Deduction","C5076832","","35.40","15016.69"
"180","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101366","Deduction","C5076832","","84.61","14932.08"
"181","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101371","Deduction","C1554617","","35.40","14896.68"
"182","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101376","Deduction","C1554617","","84.61","14812.07"
"183","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101381","Deduction","C11943237","","22.84","14789.23"
"184","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101386","Deduction","C11943237","","54.59","14734.64"
"185","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101391","Deduction","C1554069","","35.40","14699.24"
"186","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101396","Deduction","C1554069","","84.61","14614.63"
"187","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101401","Deduction","C1010021","","35.40","14579.23"
"188","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101406","Deduction","C1010021","","84.61","14494.62"
"189","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101411","Deduction","C11942814","","35.40","14459.22"
"190","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101416","Deduction","C11942814","","84.61","14374.61"
"191","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101421","Deduction","C5146791","","35.40","14339.21"
"192","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101426","Deduction","C5146791","","84.61","14254.6"
"193","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101431","Deduction","C8719391","","35.40","14219.2"
"194","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101436","Deduction","C8719391","","84.61","14134.59"
"195","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101441","Deduction","C1676819","","35.40","14099.19"
"196","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101446","Deduction","C1676819","","84.61","14014.58"
"197","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101451","Deduction","C1459282","","35.40","13979.18"
"198","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:31","DDL1662101456","Deduction","C1459282","","84.61","13894.57"
"199","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101461","Deduction","C1291192","","35.40","13859.17"
"200","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101466","Deduction","C1291192","","84.61","13774.56"
"201","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101476","Deduction","C4300557","","35.40","13739.16"
"202","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101481","Deduction","C4300557","","84.61","13654.55"
"203","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101486","Deduction","C6725457","","35.40","13619.15"
"204","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101491","Deduction","C6725457","","84.61","13534.54"
"205","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101501","Deduction","C1468096","","35.40","13499.14"
"206","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101506","Deduction","C1468096","","84.61","13414.53"
"207","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101511","Deduction","C3341959","","35.40","13379.13"
"208","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101516","Deduction","C3341959","","84.61","13294.52"
"209","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101521","Deduction","C4083997","","17.13","13277.39"
"210","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101526","Deduction","C4083997","","40.94","13236.45"
"211","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101531","Deduction","C3066959","","35.40","13201.05"
"212","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101536","Deduction","C3066959","","124.60","13076.45"
"213","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101541","Deduction","C2112697","","35.40","13041.05"
"214","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101546","Deduction","C2112697","","84.61","12956.44"
"215","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101551","Deduction","C8151612","","35.40","12921.04"
"216","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101556","Deduction","C8151612","","84.61","12836.43"
"217","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101561","Deduction","C1554616","","35.40","12801.03"
"218","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101566","Deduction","C1554616","","84.61","12716.42"
"219","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101576","Deduction","C1449005","","35.40","12681.02"
"220","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101581","Deduction","C1449005","","84.61","12596.41"
"221","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101586","Deduction","C7419138","","35.40","12561.01"
"222","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101591","Deduction","C7419138","","84.61","12476.4"
"223","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101596","Deduction","C1459338","","17.13","12459.27"
"224","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101601","Deduction","C1459338","","40.94","12418.33"
"225","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101611","Deduction","C1432100","","12.56","12405.77"
"226","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:32","DDL1662101616","Deduction","C1432100","","30.02","12375.75"
"227","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101621","Deduction","C1554613","","35.40","12340.35"
"228","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101626","Deduction","C1554613","","84.61","12255.74"
"229","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101636","Deduction","C7346395","","35.40","12220.34"
"230","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101641","Deduction","C7346395","","84.61","12135.73"
"231","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101646","Deduction","C9246684","","35.40","12100.33"
"232","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101651","Deduction","C9246684","","84.61","12015.72"
"233","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101656","Deduction","C2051430","","35.40","11980.32"
"234","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101661","Deduction","C2051430","","84.61","11895.71"
"235","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101666","Deduction","C1495997","","35.40","11860.31"
"236","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101671","Deduction","C1495997","","84.61","11775.7"
"237","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101676","Deduction","C0912432","","35.40","11740.3"
"238","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101681","Deduction","C0912432","","84.61","11655.69"
"239","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101686","Deduction","C11943750","","35.40","11620.29"
"240","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101691","Deduction","C11943750","","84.61","11535.68"
"241","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101696","Deduction","C12335179","","35.40","11500.28"
"242","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101701","Deduction","C12335179","","84.61","11415.67"
"243","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101706","Deduction","C3913039","","35.40","11380.27"
"244","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101711","Deduction","C3913039","","84.61","11295.66"
"245","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101716","Deduction","C1448515","","35.40","11260.26"
"246","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101721","Deduction","C1448515","","63.72","11196.54"
"247","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101726","Deduction","C1427096","","35.40","11161.14"
"248","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101731","Deduction","C1427096","","84.61","11076.53"
"249","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101741","Deduction","C1291197","","35.40","11041.13"
"250","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101746","Deduction","C1291197","","84.61","10956.52"
"251","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101751","Deduction","C1101626","","35.40","10921.12"
"252","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101756","Deduction","C1101626","","84.61","10836.51"
"253","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101761","Deduction","C1426504","","35.40","10801.11"
"254","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101766","Deduction","C1426504","","84.61","10716.5"
"255","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101771","Deduction","C0798159","","35.40","10681.1"
"256","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:33","DDL1662101776","Deduction","C0798159","","84.61","10596.49"
"257","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101781","Deduction","C5143534","","35.40","10561.09"
"258","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101786","Deduction","C5143534","","84.61","10476.48"
"259","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101791","Deduction","C1554067","","35.40","10441.08"
"260","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101796","Deduction","C1554067","","84.61","10356.47"
"261","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101801","Deduction","C0912367","","35.40","10321.07"
"262","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101806","Deduction","C0912367","","84.61","10236.46"
"263","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101811","Deduction","C4810648","","35.40","10201.06"
"264","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101816","Deduction","C4810648","","84.61","10116.45"
"265","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101821","Deduction","C10956878","","35.40","10081.05"
"266","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101826","Deduction","C10956878","","84.61","9996.44"
"267","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101831","Deduction","C1554611","","35.40","9961.04"
"268","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101836","Deduction","C1554611","","84.61","9876.43"
"269","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101841","Deduction","C1432096","","22.84","9853.59"
"270","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101846","Deduction","C1432096","","54.59","9799"
"271","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101851","Deduction","C1437289","","35.40","9763.6"
"272","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101856","Deduction","C1437289","","84.61","9678.99"
"273","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101861","Deduction","C0777090","","35.40","9643.59"
"274","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101866","Deduction","C0777090","","84.61","9558.98"
"275","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101871","Deduction","C1437320","","35.40","9523.58"
"276","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101876","Deduction","C1437320","","84.61","9438.97"
"277","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101886","Deduction","C1425806","","35.40","9403.57"
"278","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101891","Deduction","C1425806","","84.61","9318.96"
"279","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101896","Deduction","C0756480","","35.40","9283.56"
"280","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101901","Deduction","C0756480","","84.61","9198.95"
"281","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101911","Deduction","C0839779","","35.40","9163.55"
"282","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101916","Deduction","C0839779","","84.61","9078.94"
"283","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101921","Deduction","C1449004","","35.40","9043.54"
"284","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101926","Deduction","C1449004","","84.61","8958.93"
"285","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101931","Deduction","C5527136","","35.40","8923.53"
"286","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:34","DDL1662101936","Deduction","C5527136","","84.61","8838.92"
"287","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662101941","Deduction","C1267818","","35.40","8803.52"
"288","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662101946","Deduction","C1267818","","84.61","8718.91"
"289","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662101951","Deduction","C10349797","","35.40","8683.51"
"290","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662101956","Deduction","C10349797","","84.61","8598.9"
"291","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662101961","Deduction","C0797263","","35.40","8563.5"
"292","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662101966","Deduction","C0797263","","84.61","8478.89"
"293","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662101971","Deduction","C1010622","","35.40","8443.49"
"294","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662101976","Deduction","C1010622","","84.61","8358.88"
"295","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662101981","Deduction","C7787231","","35.40","8323.48"
"296","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662101986","Deduction","C7787231","","84.61","8238.87"
"297","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662101991","Deduction","C5271559","","35.40","8203.47"
"298","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662101996","Deduction","C5271559","","84.61","8118.86"
"299","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102001","Deduction","C0839942","","35.40","8083.46"
"300","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102006","Deduction","C0839942","","84.61","7998.85"
"301","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102011","Deduction","C1425740","","22.84","7976.01"
"302","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102016","Deduction","C1425740","","54.59","7921.42"
"303","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102026","Deduction","C0839767","","35.40","7886.02"
"304","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102031","Deduction","C0839767","","84.61","7801.41"
"305","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102036","Deduction","C2957470","","35.40","7766.01"
"306","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102041","Deduction","C2957470","","84.61","7681.4"
"307","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102051","Deduction","C6843192","","35.40","7646"
"308","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102056","Deduction","C6843192","","84.61","7561.39"
"309","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102061","Deduction","C2311055","","35.40","7525.99"
"310","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102066","Deduction","C2311055","","47.78","7478.21"
"311","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102071","Deduction","C1291195","","35.40","7442.81"
"312","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102076","Deduction","C1291195","","84.61","7358.2"
"313","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102081","Deduction","C0839950","","35.40","7322.8"
"314","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:35","DDL1662102086","Deduction","C0839950","","84.61","7238.19"
"315","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:36","DDL1662102091","Deduction","C2103869","","35.40","7202.79"
"316","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:36","DDL1662102096","Deduction","C2103869","","84.61","7118.18"
"317","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:36","DDL1662102101","Deduction","C10743576","","35.40","7082.78"
"318","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:36","DDL1662102106","Deduction","C10743576","","84.61","6998.17"
"319","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:36","DDL1662102111","Deduction","C2113643","","35.40","6962.77"
