"SNo","business_name","date","transaction_no","remarks","account_number","credit","debit","closing_balance"
"514","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260065","Deduction","C1468093","","84.61","19816.05"
"515","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260090","Deduction","C1693302","","35.40","19780.65"
"516","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260095","Deduction","C1693302","","84.61","19696.04"
"517","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260105","Deduction","C5130647","","35.40","19660.64"
"518","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260110","Deduction","C5130647","","84.61","19576.03"
"519","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260115","Deduction","C5130647","","20.18","19555.85"
"520","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260120","Deduction","C5130647","","20.18","19535.67"
"521","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260125","Deduction","C5130647","","20.18","19515.49"
"522","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260150","Deduction","C1495996","","35.40","19480.09"
"523","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260155","Deduction","C1495996","","84.61","19395.48"
"524","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260180","Deduction","C1448881","","35.40","19360.08"
"525","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260185","Deduction","C1448881","","84.61","19275.47"
"526","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260205","Deduction","C4993282","","35.40","19240.07"
"527","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:26","DDL1698260210","Deduction","C4993282","","84.61","19155.46"
"528","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260230","Deduction","C1468095","","35.40","19120.06"
"529","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260235","Deduction","C1468095","","84.61","19035.45"
"530","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260250","Deduction","C4183113","","35.40","19000.05"
"531","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260255","Deduction","C4183113","","84.61","18915.44"
"532","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260275","Deduction","C1291191","","35.40","18880.04"
"533","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260280","Deduction","C1291191","","84.61","18795.43"
"534","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260285","Deduction","C1427146","","35.40","18760.03"
"535","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260290","Deduction","C1427146","","84.61","18675.42"
"536","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260310","Deduction","C5056626","","35.40","18640.02"
"537","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260315","Deduction","C5056626","","84.61","18555.41"
"538","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260335","Deduction","C3737584","","35.40","18520.01"
"539","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260340","Deduction","C3737584","","84.61","18435.4"
"540","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260360","Deduction","C1468101","","35.40","18400"
"541","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260365","Deduction","C1468101","","84.61","18315.39"
"542","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260385","Deduction","C2149806","","35.40","18279.99"
"543","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260390","Deduction","C2149806","","84.61","18195.38"
"544","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260400","Deduction","C1427055","","35.40","18159.98"
"545","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260405","Deduction","C1427055","","84.61","18075.37"
"546","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260430","Deduction","C12213465","","35.40","18039.97"
"547","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260435","Deduction","C12213465","","84.61","17955.36"
"548","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260450","Deduction","C1427641","","35.40","17919.96"
"549","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260455","Deduction","C1427641","","84.61","17835.35"
"550","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260480","Deduction","C1244143","","35.40","17799.95"
"551","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:27","DDL1698260485","Deduction","C1244143","","84.61","17715.34"
"552","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260490","Deduction","C1432102","","35.40","17679.94"
"553","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260495","Deduction","C1432102","","84.61","17595.33"
"554","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260535","Deduction","C4300560","","35.40","17559.93"
"555","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260540","Deduction","C4300560","","84.61","17475.32"
"556","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260560","Deduction","C1291189","","33.04","17442.28"
"557","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260565","Deduction","C1291189","","78.97","17363.31"
"558","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260575","Deduction","C3875743","","35.40","17327.91"
"559","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260580","Deduction","C3875743","","84.61","17243.3"
"560","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260605","Deduction","C1459352","","35.40","17207.9"
"561","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260610","Deduction","C1459352","","84.61","17123.29"
"562","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260620","Deduction","C4300548","","35.40","17087.89"
"563","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260625","Deduction","C4300548","","84.61","17003.28"
"564","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260650","Deduction","C0769247","","35.40","16967.88"
"565","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260655","Deduction","C0769247","","84.61","16883.27"
"566","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260680","Deduction","C0756488","","35.40","16847.87"
"567","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260685","Deduction","C0756488","","84.61","16763.26"
"568","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260695","Deduction","C3342594","","35.40","16727.86"
"569","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260700","Deduction","C3342594","","84.61","16643.25"
"570","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260725","Deduction","C1437360","","35.40","16607.85"
"571","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260730","Deduction","C1437360","","84.61","16523.24"
"572","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260775","Deduction","C2334438","","35.40","16487.84"
"573","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260780","Deduction","C2334438","","84.61","16403.23"
"574","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260795","Deduction","C0769358","","35.40","16367.83"
"575","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260800","Deduction","C0769358","","84.61","16283.22"
"576","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260810","Deduction","C7832592","","35.40","16247.82"
"577","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:28","DDL1698260815","Deduction","C7832592","","84.61","16163.21"
"578","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260830","Deduction","C4184972","","35.40","16127.81"
"579","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260835","Deduction","C4184972","","84.61","16043.2"
"580","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260865","Deduction","C6144382","","35.40","16007.8"
"581","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260870","Deduction","C6144382","","84.61","15923.19"
"582","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260875","Deduction","C1693301","","35.40","15887.79"
"583","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260880","Deduction","C1693301","","124.60","15763.19"
"584","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260895","Deduction","C2120530","","35.40","15727.79"
"585","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260900","Deduction","C2120530","","84.61","15643.18"
"586","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260915","Deduction","C1427006","","35.40","15607.78"
"587","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260920","Deduction","C1427006","","84.61","15523.17"
"588","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260950","Deduction","C5076832","","35.40","15487.77"
"589","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260955","Deduction","C5076832","","84.61","15403.16"
"590","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260965","Deduction","C1554617","","35.40","15367.76"
"591","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260970","Deduction","C1554617","","84.61","15283.15"
"592","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698260995","Deduction","C1554069","","35.40","15247.75"
"593","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698261000","Deduction","C1554069","","84.61","15163.14"
"594","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698261030","Deduction","C1010021","","35.40","15127.74"
"595","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698261035","Deduction","C1010021","","84.61","15043.13"
"596","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698261050","Deduction","C11942814","","35.40","15007.73"
"597","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698261055","Deduction","C11942814","","84.61","14923.12"
"598","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698261080","Deduction","C5146791","","35.40","14887.72"
"599","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698261085","Deduction","C5146791","","84.61","14803.11"
"600","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698261100","Deduction","C8719391","","35.40","14767.71"
"601","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698261105","Deduction","C8719391","","84.61","14683.1"
"602","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698261115","Deduction","C1676819","","35.40","14647.7"
"603","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698261120","Deduction","C1676819","","84.61","14563.09"
"604","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698261145","Deduction","C1291192","","35.40","14527.69"
"605","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:29","DDL1698261150","Deduction","C1291192","","84.61","14443.08"
"606","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261160","Deduction","C4300557","","35.40","14407.68"
"607","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261165","Deduction","C4300557","","84.61","14323.07"
"608","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261175","Deduction","C6725457","","21.24","14301.83"
"609","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261180","Deduction","C6725457","","50.76","14251.07"
"610","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261200","Deduction","C1468096","","35.40","14215.67"
"611","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261205","Deduction","C1468096","","84.61","14131.06"
"612","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261225","Deduction","C3341959","","35.40","14095.66"
"613","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261230","Deduction","C3341959","","84.61","14011.05"
"614","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261245","Deduction","C3066959","","35.40","13975.65"
"615","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261250","Deduction","C3066959","","124.60","13851.05"
"616","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261265","Deduction","C1448873","","35.40","13815.65"
"617","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261270","Deduction","C1448873","","84.61","13731.04"
"618","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261280","Deduction","C2112697","","35.40","13695.64"
"619","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261285","Deduction","C2112697","","84.61","13611.03"
"620","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261315","Deduction","C8151612","","35.40","13575.63"
"621","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261320","Deduction","C8151612","","84.61","13491.02"
"622","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261330","Deduction","C2361951","","35.40","13455.62"
"623","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261335","Deduction","C2361951","","84.61","13371.01"
"624","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261350","Deduction","C1554616","","35.40","13335.61"
"625","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261355","Deduction","C1554616","","84.61","13251"
"626","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261365","Deduction","C1449005","","35.40","13215.6"
"627","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261370","Deduction","C1449005","","84.61","13130.99"
"628","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261390","Deduction","C7419138","","35.40","13095.59"
"629","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261395","Deduction","C7419138","","84.61","13010.98"
"630","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261400","Deduction","C9246684","","35.40","12975.58"
"631","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261415","Deduction","C9246684","","84.61","12890.97"
"632","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261420","Deduction","C2051430","","35.40","12855.57"
"633","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:30","DDL1698261425","Deduction","C2051430","","84.61","12770.96"
"634","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261445","Deduction","C1495997","","35.40","12735.56"
"635","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261450","Deduction","C1495997","","84.61","12650.95"
"636","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261480","Deduction","C0912432","","35.40","12615.55"
"637","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261485","Deduction","C0912432","","84.61","12530.94"
"638","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261505","Deduction","C12335179","","35.40","12495.54"
"639","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261510","Deduction","C12335179","","84.61","12410.93"
"640","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261515","Deduction","C3913039","","35.40","12375.53"
"641","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261530","Deduction","C3913039","","84.61","12290.92"
"642","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261555","Deduction","C1427096","","35.40","12255.52"
"643","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261565","Deduction","C1427096","","84.61","12170.91"
"644","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261590","Deduction","C1291197","","35.40","12135.51"
"645","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261595","Deduction","C1291197","","84.61","12050.9"
"646","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261615","Deduction","C1101626","","35.40","12015.5"
"647","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261620","Deduction","C1101626","","84.61","11930.89"
"648","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261640","Deduction","C1426504","","35.40","11895.49"
"649","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261645","Deduction","C1426504","","84.61","11810.88"
"650","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261665","Deduction","C0798159","","35.40","11775.48"
"651","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261670","Deduction","C0798159","","84.61","11690.87"
"652","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261690","Deduction","C2558743","","35.40","11655.47"
"653","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261695","Deduction","C2558743","","84.61","11570.86"
"654","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261715","Deduction","C5143534","","35.40","11535.46"
"655","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261720","Deduction","C5143534","","84.61","11450.85"
"656","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261730","Deduction","C1554067","","35.40","11415.45"
"657","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261735","Deduction","C1554067","","84.61","11330.84"
"658","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261750","Deduction","C0912367","","35.40","11295.44"
"659","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261755","Deduction","C0912367","","84.61","11210.83"
"660","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261785","Deduction","C4810648","","35.40","11175.43"
"661","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261790","Deduction","C4810648","","84.61","11090.82"
"662","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261795","Deduction","C10956878","","35.40","11055.42"
"663","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:31","DDL1698261800","Deduction","C10956878","","84.61","10970.81"
"664","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261815","Deduction","C1554611","","35.40","10935.41"
"665","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261820","Deduction","C1554611","","84.61","10850.8"
"666","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261850","Deduction","C1432096","","35.40","10815.4"
"667","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261860","Deduction","C1432096","","84.61","10730.79"
"668","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261875","Deduction","C1437289","","35.40","10695.39"
"669","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261880","Deduction","C1437289","","84.61","10610.78"
"670","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261910","Deduction","C0777090","","35.40","10575.38"
"671","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261915","Deduction","C0777090","","84.61","10490.77"
"672","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261930","Deduction","C1437320","","35.40","10455.37"
"673","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261935","Deduction","C1437320","","84.61","10370.76"
"674","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261955","Deduction","C1425806","","35.40","10335.36"
"675","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261960","Deduction","C1425806","","84.61","10250.75"
"676","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261970","Deduction","C0839779","","35.40","10215.35"
"677","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-09-21 01:32:32","DDL1698261975","Deduction","C0839779","","84.61","10130.74"
